timeOnIce,goals,assists,plusMinus,powerPlayGoals,shots,hits,penaltyMinutes,points
757.2,0.4,0.4,0.4,0.0,1.0,1.2,0.0,0.0
706.6,0.4,0.4,0.6,0.0,1.0,0.8,0.0,0.0
767.2,0.4,0.2,0.4,0.0,1.2,1.0,0.0,0.0
783.4,0.4,0.2,0.6,0.0,1.4,0.4,0.0,1.0
807.6,0.4,0.2,0.6,0.0,1.6,1.0,0.0,0.0
1003.4,0.2,0.4,0.0,0.0,1.4,0.6,0.4,0.0
957.0,0.2,0.4,0.2,0.0,1.6,0.6,0.0,1.0
947.8,0.2,0.4,0.4,0.0,1.4,0.6,0.0,0.0
953.6,0.2,0.2,0.4,0.0,1.8,0.6,0.0,0.0
963.0,0.0,0.2,0.6,0.0,1.6,1.0,0.0,0.0
959.8,0.0,0.2,0.2,0.0,2.0,1.6,0.4,2.0
990.4,0.2,0.4,0.6,0.0,1.4,1.8,0.4,2.0
1011.6,0.2,0.6,0.4,0.0,1.8,1.6,0.8,2.0
1030.6,0.4,0.8,0.8,0.0,2.0,1.6,0.8,2.0
1019.6,0.8,0.8,0.8,0.0,2.6,1.6,0.8,2.0
1065.8,1.0,1.0,1.4,0.0,3.4,1.0,0.4,0.0
1070.4,0.8,0.8,0.6,0.0,3.4,1.2,0.4,0.0
1045.6,0.8,0.4,0.2,0.0,3.2,1.0,0.0,1.0
1011.2,0.8,0.2,0.0,0.0,2.8,1.0,0.0,1.0
1007.6,0.4,0.4,-0.2,0.0,2.2,0.6,0.0,1.0
962.4,0.4,0.2,-0.2,0.0,1.4,0.8,0.0,0.0
953.4,0.4,0.2,0.0,0.0,1.6,0.6,0.0,0.0
919.6,0.4,0.2,0.0,0.0,1.4,0.8,0.0,1.0
944.0,0.4,0.2,-0.2,0.0,1.8,0.8,0.0,0.0
966.6,0.4,0.0,-0.4,0.0,2.0,0.8,0.0,1.0
979.6,0.2,0.2,-0.8,0.0,1.6,0.6,0.0,1.0
980.4,0.2,0.4,-0.4,0.0,1.2,0.6,0.0,1.0
1042.8,0.2,0.6,-0.2,0.0,1.2,0.4,0.0,1.0
1063.4,0.0,0.8,-0.2,0.0,1.2,0.4,0.0,1.0
1080.0,0.2,0.8,0.2,0.0,1.4,0.4,0.0,0.0
1107.8,0.2,0.6,0.2,0.0,1.8,0.4,0.4,0.0
1099.4,0.2,0.4,-0.2,0.0,2.0,0.4,0.8,0.0
1080.8,0.2,0.2,-0.2,0.0,2.2,0.6,0.8,3.0
1034.6,0.4,0.4,0.2,0.0,2.8,0.4,0.8,0.0
1015.6,0.2,0.4,0.2,0.0,2.6,0.4,0.8,2.0
989.6,0.6,0.4,0.2,0.0,3.2,0.4,0.4,1.0
1020.6,0.8,0.4,0.2,0.0,3.4,0.4,0.0,2.0
1019.4,1.0,0.6,0.8,0.0,3.6,0.6,0.4,1.0
1036.2,1.0,0.2,0.8,0.0,3.0,0.6,0.8,1.0
1042.2,1.0,0.4,0.4,0.0,3.2,0.8,1.2,0.0
1053.6,0.6,0.4,0.4,0.0,2.2,1.0,1.2,0.0
1044.4,0.4,0.4,0.4,0.0,2.0,1.0,1.6,1.0
1028.4,0.4,0.2,0.2,0.0,2.0,1.0,1.2,1.0
1011.6,0.2,0.4,-0.2,0.0,1.6,1.0,0.8,0.0
1008.8,0.2,0.2,-0.2,0.0,1.4,1.0,0.4,1.0
947.6,0.2,0.4,0.0,0.0,1.6,1.0,0.4,2.0
922.8,0.2,0.8,0.0,0.0,1.6,1.0,0.0,1.0
941.6,0.0,1.0,-0.2,0.0,1.6,1.0,0.0,0.0
966.8,0.0,0.8,-0.4,0.0,2.0,1.2,0.4,2.0
953.8,0.4,0.8,0.4,0.0,3.0,1.0,0.8,0.0
988.8,0.4,0.6,0.6,0.0,3.0,1.0,0.8,3.0
964.2,0.6,0.6,1.0,0.2,3.0,0.8,0.8,0.0
958.8,0.6,0.4,1.0,0.2,2.6,0.6,0.8,0.0
957.4,0.6,0.4,0.8,0.2,3.0,0.6,0.4,0.0
941.0,0.2,0.4,0.4,0.2,3.0,0.6,0.0,0.0
927.4,0.2,0.4,0.0,0.2,3.2,0.4,0.0,1.0
933.4,0.2,0.0,-0.4,0.0,3.6,0.4,0.0,0.0
930.8,0.2,0.0,-0.6,0.0,3.4,0.2,0.4,3.0
936.6,0.4,0.4,0.4,0.0,2.6,0.4,0.4,0.0
960.4,0.4,0.4,0.2,0.0,2.0,0.6,0.4,0.0
978.4,0.4,0.4,0.2,0.0,2.2,0.6,0.4,1.0
991.8,0.4,0.4,0.2,0.2,2.0,0.8,0.4,2.0
972.8,0.8,0.4,0.8,0.4,2.6,1.0,0.0,0.0
969.4,0.6,0.0,0.0,0.4,3.2,1.4,0.0,0.0
952.4,0.6,0.0,0.0,0.4,3.0,2.0,0.4,0.0
816.4,0.0,0.0,-0.2,0.0,1.0,3.0,0.0,0.0
892.8,0.0,0.0,0.2,0.0,1.4,2.8,0.0,0.0
920.8,0.0,0.0,-0.4,0.0,1.0,2.8,1.0,1.0
1034.6,0.0,0.2,-0.2,0.0,1.0,3.6,1.4,0.0
933.2,0.0,0.2,-0.2,0.0,1.0,3.2,1.4,0.0
958.8,0.0,0.2,0.0,0.0,0.6,3.6,1.8,0.0
907.0,0.0,0.2,-0.8,0.0,0.2,3.8,1.8,0.0
857.8,0.0,0.2,-0.4,0.0,0.4,3.8,1.2,0.0
822.0,0.0,0.0,-0.8,0.0,0.6,3.6,0.8,3.0
961.8,0.0,0.6,-0.6,0.0,0.8,5.2,1.6,0.0
986.8,0.0,0.6,-0.8,0.0,0.6,4.6,1.6,0.0
935.6,0.0,0.6,-1.0,0.0,0.6,4.2,2.0,0.0
960.2,0.0,0.6,-1.4,0.0,0.4,4.4,2.0,0.0
911.2,0.0,0.6,-1.2,0.0,0.2,4.0,2.0,0.0
899.8,0.0,0.0,-1.6,0.0,0.0,2.6,2.2,0.0
932.6,0.0,0.0,-1.4,0.0,0.6,2.6,1.8,2.0
1000.4,0.0,0.4,-0.6,0.0,0.8,3.0,1.4,0.0
1045.6,0.0,0.4,-0.2,0.0,0.8,2.8,1.0,0.0
1069.6,0.0,0.4,-0.2,0.0,0.8,3.4,2.0,0.0
1091.8,0.0,0.4,-0.2,0.0,0.8,3.0,1.4,0.0
1064.8,0.0,0.4,-0.4,0.0,0.8,2.8,1.4,0.0
1064.8,0.0,0.0,-1.0,0.0,0.6,2.4,1.8,0.0
987.6,0.0,0.0,-1.0,0.0,0.8,3.0,2.8,0.0
971.6,0.0,0.0,-1.0,0.0,0.8,2.0,1.8,0.0
964.6,0.0,0.0,-0.8,0.0,0.8,2.2,1.4,0.0
893.8,0.0,0.0,-1.0,0.0,0.2,3.0,1.4,0.0
867.8,0.0,0.0,-0.6,0.0,0.4,3.2,1.0,0.0
906.4,0.0,0.0,-0.4,0.0,0.2,2.2,0.0,0.0
937.4,0.0,0.0,-0.6,0.0,0.2,3.2,0.0,0.0
912.0,0.0,0.0,-0.6,0.0,0.2,3.8,0.0,1.0
971.6,0.0,0.2,-0.4,0.0,0.2,3.6,0.4,0.0
1007.4,0.0,0.2,-0.2,0.0,0.2,4.2,0.4,0.0
1018.4,0.0,0.2,0.0,0.0,0.2,4.6,0.8,0.0
973.8,0.0,0.2,0.0,0.0,1.0,4.0,1.2,1.0
980.6,0.0,0.4,0.6,0.0,1.4,3.6,1.2,0.0
881.2,0.0,0.2,0.2,0.0,1.4,3.6,1.8,1.0
856.0,0.0,0.4,0.4,0.0,1.6,2.8,2.2,0.0
838.0,0.0,0.4,0.2,0.0,1.6,2.8,2.8,0.0
871.2,0.0,0.4,0.2,0.0,0.8,2.8,2.8,0.0
854.4,0.0,0.2,-0.8,0.0,0.4,3.0,3.2,0.0
930.8,0.0,0.2,-0.4,0.0,0.4,2.8,2.2,0.0
901.2,0.0,0.0,-0.8,0.0,0.0,3.2,2.2,0.0
1142.2,0.0,0.2,-0.2,0.0,1.0,1.6,0.8,0.0
1199.6,0.0,0.2,-0.2,0.0,1.2,1.4,1.2,0.0
1203.2,0.0,0.2,-1.0,0.0,1.6,1.6,1.2,0.0
1194.2,0.0,0.2,-1.0,0.0,2.0,1.2,1.2,2.0
1213.2,0.0,0.6,-0.8,0.0,1.8,1.2,1.2,0.0
1221.4,0.0,0.4,-0.6,0.0,2.0,1.0,0.4,1.0
1237.0,0.0,0.6,-0.8,0.0,2.0,2.0,0.0,0.0
1277.2,0.0,0.6,-0.6,0.0,1.6,2.2,0.0,0.0
1309.2,0.0,0.6,-0.4,0.0,1.2,2.0,0.0,2.0
1316.2,0.2,0.4,-0.4,0.0,1.8,2.4,0.0,0.0
1328.6,0.2,0.4,-0.6,0.0,2.4,2.8,0.0,3.0
1314.8,0.4,0.6,0.0,0.0,2.4,2.0,0.0,1.0
1319.8,0.4,0.8,0.6,0.0,3.4,1.4,0.0,2.0
1356.4,0.4,1.2,1.0,0.0,4.0,1.2,0.0,3.0
1305.4,0.4,1.4,1.4,0.0,3.4,0.8,0.0,1.0
1334.0,0.4,1.6,1.4,0.0,3.4,0.4,0.0,0.0
1350.8,0.2,1.2,1.0,0.0,3.8,0.2,0.0,2.0
1330.2,0.2,1.4,0.4,0.0,3.0,0.0,0.0,0.0
1272.6,0.2,1.0,-0.4,0.0,2.4,0.0,0.0,0.0
1245.8,0.0,0.6,-1.0,0.0,2.2,0.0,0.4,2.0
1224.0,0.2,0.6,-1.4,0.0,2.2,0.2,0.4,0.0
1187.6,0.2,0.6,-1.2,0.0,2.2,0.2,0.8,0.0
1164.4,0.2,0.2,-1.0,0.0,1.6,0.2,0.8,1.0
1174.4,0.2,0.4,-0.8,0.0,1.6,0.6,1.2,1.0
1244.6,0.2,0.6,-0.6,0.0,2.0,0.8,0.8,0.0
1225.4,0.0,0.4,-0.2,0.0,1.6,0.8,0.8,1.0
1213.8,0.2,0.4,-0.2,0.0,1.8,1.0,0.8,1.0
1219.8,0.2,0.6,-0.4,0.0,2.0,1.4,0.8,1.0
1239.4,0.2,0.6,-0.2,0.0,1.8,1.0,0.4,1.0
1228.8,0.2,0.6,0.0,0.0,1.4,1.6,0.4,0.0
1191.4,0.2,0.6,-0.4,0.0,1.2,2.0,0.4,0.0
1176.8,0.0,0.6,-0.6,0.0,0.6,2.0,0.0,0.0
1182.2,0.0,0.4,-0.2,0.0,1.0,1.6,0.8,1.0
1164.0,0.2,0.2,0.2,0.0,1.6,1.6,0.8,1.0
1150.8,0.2,0.2,0.4,0.0,1.8,1.0,1.2,1.0
1208.8,0.4,0.2,0.8,0.0,2.2,0.8,1.2,0.0
1257.0,0.4,0.2,0.4,0.0,2.2,0.6,1.2,3.0
1332.8,0.4,0.8,0.2,0.0,2.0,0.6,0.4,0.0
1373.0,0.2,0.8,-0.2,0.0,1.6,0.8,0.4,1.0
1395.6,0.4,0.6,-0.4,0.2,2.0,0.6,0.0,2.0
1349.2,0.4,0.8,0.0,0.2,1.8,0.2,0.8,0.0
1313.6,0.4,0.8,-0.2,0.2,1.6,0.6,1.2,2.0
1291.8,0.4,0.6,0.0,0.2,1.6,0.6,1.2,0.0
1277.0,0.4,0.6,0.0,0.2,2.0,0.4,1.2,2.0
1269.6,0.2,1.0,0.2,0.0,1.8,0.4,1.2,1.0
1274.0,0.0,1.0,-0.6,0.0,2.0,0.6,0.4,1.0
1307.2,0.0,1.2,0.0,0.0,2.2,0.2,0.0,1.0
1249.0,0.2,0.8,-0.6,0.0,2.2,0.4,0.0,0.0
1194.2,0.2,0.8,-0.8,0.0,1.6,0.4,0.0,1.0
1190.8,0.2,0.6,-2.0,0.0,1.2,0.4,0.0,2.0
1185.2,0.2,0.8,-1.6,0.0,0.6,0.2,0.0,1.0
1176.4,0.4,0.6,-1.8,0.0,0.8,0.2,0.4,1.0
1199.8,0.4,0.6,-1.0,0.0,0.6,0.4,0.8,1.0
1269.6,0.4,0.8,-0.8,0.0,1.0,0.6,0.8,1.0
1319.4,0.4,0.8,-0.2,0.0,1.6,0.6,1.2,1.0
1396.0,0.4,0.6,-0.6,0.0,2.4,0.6,1.2,1.0
1451.2,0.2,0.8,-0.2,0.0,2.6,0.8,0.8,1.0
1467.8,0.0,1.0,-0.2,0.0,3.0,0.6,0.4,2.0
1429.4,0.0,1.2,0.0,0.0,3.4,0.6,0.4,1.0
863.6,0.0,0.4,0.2,0.0,1.8,1.4,0.8,0.0
859.0,0.0,0.4,0.2,0.0,2.0,1.0,0.8,2.0
897.8,0.2,0.4,0.2,0.0,1.8,1.0,0.4,0.0
917.0,0.2,0.4,0.4,0.0,2.0,1.2,0.4,0.0
929.8,0.2,0.2,0.2,0.0,3.4,1.6,0.4,3.0
909.2,0.8,0.2,0.8,0.2,3.8,1.6,0.4,0.0
910.2,0.8,0.2,0.6,0.2,3.6,1.4,0.4,1.0
919.4,0.6,0.2,0.4,0.2,3.4,1.6,0.4,0.0
946.8,0.6,0.2,0.4,0.2,4.0,1.2,0.0,2.0
960.6,0.6,0.6,0.6,0.2,2.6,1.0,0.0,1.0
966.6,0.0,0.8,0.4,0.0,1.8,1.2,0.0,0.0
990.0,0.0,0.8,0.6,0.0,1.4,1.6,0.0,1.0
1002.4,0.2,0.6,0.8,0.0,2.0,1.6,0.0,0.0
974.4,0.2,0.6,1.0,0.0,1.8,1.8,0.0,0.0
976.8,0.2,0.2,0.8,0.0,1.6,1.6,0.4,0.0
988.4,0.2,0.0,0.2,0.0,2.2,1.8,0.4,0.0
957.0,0.2,0.0,0.2,0.0,3.0,1.4,0.4,0.0
953.4,0.0,0.0,0.0,0.0,2.2,1.8,0.4,1.0
943.2,0.0,0.2,0.2,0.0,2.0,1.6,0.4,1.0
922.2,0.2,0.2,0.6,0.0,2.2,1.6,0.0,0.0
886.2,0.2,0.2,0.6,0.0,2.2,1.2,0.0,0.0
896.0,0.2,0.2,0.4,0.0,1.2,1.6,0.4,1.0
880.4,0.4,0.2,0.6,0.0,1.4,1.2,0.4,0.0
880.0,0.4,0.0,0.2,0.0,1.6,1.4,0.4,0.0
869.4,0.2,0.0,-0.4,0.0,1.8,1.6,0.8,3.0
884.2,0.6,0.2,0.0,0.4,1.8,2.0,0.8,0.0
899.4,0.6,0.2,0.0,0.4,2.4,2.0,0.4,2.0
900.4,0.8,0.2,0.0,0.4,3.2,2.0,0.4,0.0
954.6,0.8,0.2,0.0,0.4,3.0,1.8,0.4,0.0
959.0,0.8,0.2,0.2,0.4,3.4,2.2,0.0,0.0
935.2,0.4,0.0,0.0,0.0,3.2,1.6,0.0,1.0
902.4,0.4,0.2,0.2,0.0,3.0,1.6,0.0,1.0
958.6,0.0,0.4,0.4,0.0,2.4,2.0,0.0,0.0
968.0,0.0,0.4,0.4,0.0,2.4,2.0,0.4,0.0
1000.0,0.0,0.4,0.2,0.0,1.6,2.2,0.4,0.0
1032.0,0.0,0.4,0.2,0.0,1.2,2.2,0.4,1.0
1046.8,0.0,0.4,0.4,0.0,0.8,2.4,0.8,0.0
1011.2,0.0,0.2,-0.4,0.0,0.4,2.4,1.6,0.0
943.2,0.0,0.2,-0.4,0.0,0.6,2.2,1.2,0.0
893.0,0.0,0.2,-0.4,0.0,0.6,1.4,1.2,0.0
828.8,0.0,0.2,-0.4,0.0,1.2,1.4,1.6,1.0
824.0,0.2,0.0,-0.4,0.0,1.8,0.8,1.2,0.0
799.6,0.2,0.0,0.0,0.0,2.8,0.4,0.4,0.0
793.0,0.2,0.0,-0.2,0.0,2.2,0.8,0.4,0.0
807.0,0.2,0.0,0.0,0.0,3.0,1.2,0.4,2.0
843.8,0.4,0.2,0.4,0.0,2.6,1.0,0.0,0.0
837.0,0.2,0.2,0.2,0.0,2.8,1.0,0.0,0.0
861.0,0.2,0.2,0.0,0.0,2.2,1.0,0.4,0.0
866.4,0.2,0.2,0.0,0.0,2.8,0.8,0.8,0.0
835.0,0.2,0.2,-0.2,0.0,2.2,0.8,0.8,2.0
834.2,0.4,0.0,-0.2,0.0,2.6,1.2,0.8,1.0
858.6,0.6,0.0,0.0,0.0,2.4,1.8,0.8,1.0
838.8,0.8,0.0,0.2,0.0,2.8,1.6,0.4,1.0
870.8,0.8,0.2,0.6,0.0,2.4,1.6,0.0,0.0
923.4,0.8,0.2,0.6,0.0,2.4,1.6,0.0,0.0
914.0,0.4,0.2,0.4,0.0,2.2,1.6,0.0,0.0
909.4,0.2,0.2,0.2,0.0,2.0,1.4,0.0,0.0
909.0,0.0,0.2,0.2,0.0,1.2,1.6,0.0,0.0
891.8,0.0,0.0,0.0,0.0,1.4,1.6,0.0,0.0
863.6,0.0,0.0,0.2,0.0,1.2,1.4,0.0,0.0
859.8,0.0,0.0,0.0,0.0,1.0,1.4,0.0,0.0
855.4,0.0,0.0,0.0,0.0,1.0,1.4,0.0,0.0
856.2,0.0,0.0,-0.2,0.0,1.2,1.6,0.4,0.0
879.6,0.0,0.0,0.0,0.0,1.6,1.6,0.4,0.0
898.6,0.0,0.0,-0.2,0.0,2.6,2.4,0.4,0.0
894.4,0.0,0.0,-0.4,0.0,2.8,2.8,0.4,0.0
896.8,0.0,0.0,-0.4,0.0,2.4,2.4,0.4,1.0
1126.0,0.8,0.0,0.0,0.0,3.0,0.6,0.4,1.0
1117.4,0.8,0.0,0.0,0.0,2.8,0.6,0.4,1.0
1147.8,0.8,0.2,0.0,0.0,3.8,0.4,0.0,0.0
1129.8,0.4,0.2,-0.6,0.0,3.8,0.2,0.0,4.0
1103.0,0.4,0.8,0.2,0.0,4.2,0.2,0.0,0.0
1097.2,0.4,0.8,0.8,0.0,3.8,0.4,0.0,1.0
1111.6,0.4,0.8,1.2,0.0,4.0,0.6,0.0,1.0
1109.8,0.4,0.8,1.6,0.0,3.6,0.8,0.0,2.0
1125.4,0.8,0.8,1.8,0.0,3.4,1.2,0.0,1.0
1157.6,0.6,0.4,0.8,0.0,3.0,1.2,0.0,0.0
1140.2,0.6,0.4,0.6,0.0,3.4,1.0,0.0,1.0
1143.6,0.6,0.4,0.6,0.0,3.0,0.8,0.0,0.0
1178.6,0.6,0.2,0.4,0.0,2.8,1.2,0.0,2.0
1233.6,0.2,0.6,0.6,0.0,3.6,1.2,0.4,1.0
1240.6,0.2,0.6,0.6,0.0,3.6,1.2,0.4,0.0
1162.0,0.2,0.6,0.6,0.0,3.2,1.0,0.4,0.0
1127.4,0.0,0.6,0.2,0.0,2.8,1.2,0.4,1.0
1073.8,0.0,0.8,-0.4,0.0,2.4,1.0,0.4,0.0
992.4,0.0,0.4,-0.6,0.0,2.0,1.0,0.0,1.0
950.6,0.0,0.4,-0.2,0.0,2.0,1.2,0.0,0.0
1032.0,0.0,0.4,-0.4,0.0,2.2,1.4,0.0,2.0
1077.4,0.2,0.6,0.2,0.0,2.6,1.4,0.4,1.0
1085.2,0.2,0.6,0.8,0.0,2.6,1.0,0.4,0.0
1107.2,0.2,0.6,0.8,0.0,2.8,1.0,0.8,0.0
1164.6,0.2,0.4,0.4,0.0,2.8,0.8,0.8,2.0
1235.8,0.2,0.8,0.8,0.0,3.2,0.8,0.8,1.0
1240.2,0.2,0.6,0.4,0.2,3.4,0.8,0.4,0.0
1275.8,0.2,0.4,0.0,0.2,3.2,1.2,0.8,1.0
1271.4,0.4,0.4,0.2,0.2,3.6,1.0,0.4,1.0
1255.2,0.6,0.4,0.0,0.2,3.6,1.4,0.4,1.0
1175.2,0.8,0.0,0.4,0.2,3.4,1.2,0.4,1.0
1188.8,0.6,0.2,0.2,0.0,3.0,1.2,0.4,0.0
1172.0,0.6,0.2,0.2,0.0,3.4,1.0,0.0,1.0
1172.6,0.6,0.2,0.0,0.2,2.2,1.0,0.8,3.0
1117.8,0.8,0.4,0.2,0.4,3.0,0.6,0.8,0.0
1133.0,0.6,0.4,-0.8,0.4,3.6,0.6,1.2,0.0
1102.2,0.6,0.2,-0.8,0.4,4.6,0.4,1.2,1.0
1088.2,0.8,0.2,-0.6,0.4,4.4,0.6,1.6,2.0
1132.6,0.8,0.4,-1.0,0.2,4.6,0.4,0.8,1.0
1211.0,0.4,0.4,-0.8,0.0,3.8,0.6,0.8,1.0
1243.0,0.6,0.4,-0.4,0.0,3.4,0.6,0.4,0.0
1260.2,0.6,0.4,-0.4,0.0,2.2,0.8,0.4,1.0
1282.6,0.6,0.4,-1.0,0.0,2.6,0.6,0.0,1.0
1256.4,0.6,0.2,0.0,0.0,2.4,0.6,0.0,1.0
1278.6,0.6,0.2,-0.4,0.0,2.4,0.4,0.0,2.0
1273.6,0.6,0.4,-0.4,0.0,2.6,0.4,0.0,2.0
1245.0,0.6,0.8,-0.2,0.0,2.4,0.2,0.0,0.0
1215.8,0.4,0.8,0.6,0.0,1.8,0.2,0.0,1.0
1236.6,0.2,1.0,0.2,0.0,1.8,0.4,0.0,0.0
1211.4,0.2,0.8,0.6,0.0,2.6,0.4,0.0,3.0
1217.2,0.2,1.0,0.4,0.0,2.4,0.4,0.0,1.0
1254.6,0.4,0.6,0.2,0.0,3.8,0.4,0.0,0.0
1063.2,0.0,0.0,0.2,0.0,1.0,1.6,1.8,0.0
1104.8,0.0,0.0,0.6,0.0,1.2,0.8,1.8,0.0
1097.4,0.0,0.0,0.2,0.0,1.4,1.0,2.2,0.0
1118.6,0.0,0.0,0.2,0.0,1.2,0.8,1.8,0.0
1137.8,0.0,0.0,0.4,0.0,1.2,1.0,0.4,0.0
1111.8,0.0,0.0,0.0,0.0,0.8,1.0,0.8,0.0
1082.2,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.0
1089.8,0.0,0.0,0.6,0.0,0.6,1.0,0.4,0.0
1102.4,0.0,0.0,0.6,0.0,0.6,1.2,0.4,0.0
1134.6,0.0,0.0,0.8,0.0,0.6,2.2,0.4,0.0
1204.6,0.0,0.0,1.2,0.0,0.6,2.6,0.0,0.0
1233.4,0.0,0.0,0.8,0.0,0.4,3.8,0.8,0.0
1201.2,0.0,0.0,0.0,0.0,0.4,4.2,1.2,0.0
1197.8,0.0,0.0,0.4,0.0,0.2,4.0,1.2,0.0
1219.4,0.0,0.0,0.2,0.0,0.2,3.6,1.2,2.0
1204.4,0.0,0.4,0.4,0.0,0.2,3.6,1.6,0.0
1201.8,0.0,0.4,0.4,0.0,0.0,3.0,0.8,1.0
1183.8,0.0,0.6,1.0,0.0,0.2,3.2,0.4,0.0
1176.8,0.0,0.6,0.2,0.0,0.2,3.2,0.4,1.0
1126.4,0.0,0.8,0.0,0.0,0.2,3.2,0.4,1.0
1093.4,0.0,0.6,-0.4,0.0,0.4,3.0,0.0,0.0
1105.0,0.0,0.6,-0.6,0.0,0.6,3.0,0.4,0.0
1118.2,0.0,0.4,-0.6,0.0,1.0,2.8,0.4,0.0
1091.0,0.0,0.4,-0.2,0.0,1.0,3.0,0.4,0.0
1116.6,0.0,0.2,0.0,0.0,1.2,2.8,0.4,1.0
1135.8,0.2,0.0,0.2,0.0,1.8,3.6,0.4,0.0
1130.0,0.2,0.0,0.0,0.0,1.8,3.8,0.0,0.0
1134.8,0.2,0.0,0.0,0.0,1.4,3.6,0.0,1.0
1131.8,0.2,0.2,0.2,0.0,1.4,3.8,0.4,0.0
1091.2,0.2,0.2,0.2,0.0,1.8,3.4,0.4,0.0
1124.0,0.0,0.2,-0.6,0.0,1.2,3.0,0.4,0.0
1121.0,0.0,0.2,-0.6,0.0,1.0,2.4,0.4,0.0
1169.8,0.0,0.2,-0.4,0.0,0.8,2.8,0.4,0.0
1178.0,0.0,0.0,-0.6,0.0,1.2,2.2,0.0,1.0
1211.2,0.2,0.0,-0.6,0.0,0.8,3.4,0.0,0.0
1208.6,0.2,0.0,0.0,0.0,0.8,4.2,0.0,0.0
1220.0,0.2,0.0,1.2,0.0,1.2,4.4,0.0,0.0
1198.8,0.2,0.0,0.8,0.0,1.2,4.0,0.0,0.0
1203.4,0.2,0.0,1.2,0.0,1.0,4.2,0.0,0.0
1215.0,0.0,0.0,0.8,0.0,1.2,3.0,0.0,0.0
1223.4,0.0,0.0,1.0,0.0,1.2,2.0,0.0,0.0
1212.8,0.0,0.0,0.0,0.0,0.8,2.2,0.0,0.0
1184.8,0.0,0.0,0.2,0.0,1.2,2.0,0.0,0.0
1161.4,0.0,0.0,-0.2,0.0,1.4,2.8,0.0,0.0
1142.0,0.0,0.0,0.2,0.0,1.2,2.8,0.0,2.0
1125.0,0.0,0.4,0.0,0.0,1.0,4.4,0.0,0.0
1175.0,0.0,0.4,0.4,0.0,1.6,4.4,0.4,0.0
1093.6,0.0,0.4,0.2,0.0,1.2,4.8,0.4,0.0
1107.4,0.0,0.4,-0.2,0.0,0.8,4.2,0.4,1.0
1108.0,0.0,0.6,0.2,0.0,0.6,5.2,0.4,0.0
1096.0,0.0,0.2,0.2,0.0,0.8,4.0,0.4,0.0
1013.4,0.0,0.2,-0.4,0.0,1.0,4.0,0.0,0.0
1052.6,0.0,0.2,-0.2,0.0,1.0,3.6,0.0,0.0
1018.4,0.0,0.2,0.6,0.0,1.2,4.0,0.0,0.0
966.2,0.0,0.0,0.2,0.0,1.2,4.2,0.0,1.0
920.8,0.0,0.2,-0.2,0.0,1.2,4.2,0.0,0.0
607.2,0.2,0.0,-0.2,0.0,0.8,2.4,2.4,0.0
665.6,0.2,0.0,0.0,0.0,1.0,2.4,0.0,1.0
733.4,0.0,0.2,-0.2,0.0,1.0,2.4,0.0,0.0
789.6,0.0,0.2,-0.2,0.0,1.2,1.8,0.4,0.0
804.4,0.0,0.2,-0.4,0.0,1.0,2.0,0.4,2.0
820.2,0.4,0.2,0.4,0.0,1.4,1.8,0.8,0.0
819.0,0.4,0.2,0.2,0.0,1.6,2.2,0.8,0.0
801.2,0.4,0.0,0.2,0.0,1.6,3.0,0.8,0.0
754.2,0.4,0.0,0.2,0.0,1.6,3.2,1.8,0.0
733.6,0.4,0.0,0.4,0.0,1.4,2.2,1.8,1.0
760.0,0.2,0.0,0.0,0.0,1.2,2.4,1.4,0.0
782.4,0.2,0.0,-0.2,0.0,1.0,2.8,1.4,0.0
795.6,0.2,0.0,-0.2,0.0,1.0,2.2,1.4,0.0
792.8,0.2,0.0,-0.2,0.0,0.8,2.2,0.0,0.0
766.4,0.2,0.0,-0.2,0.0,0.8,2.6,1.0,0.0
745.8,0.0,0.0,-0.4,0.0,0.8,3.0,1.0,0.0
708.4,0.0,0.0,-0.2,0.0,1.0,3.2,1.4,0.0
711.6,0.0,0.0,0.0,0.0,1.2,3.0,1.4,0.0
781.2,0.0,0.0,-0.2,0.0,1.4,3.0,1.4,1.0
842.4,0.2,0.0,0.0,0.0,2.0,2.6,0.4,0.0
840.8,0.2,0.0,0.2,0.0,2.2,1.6,0.8,0.0
930.4,0.2,0.0,-0.2,0.0,2.0,1.0,0.4,1.0
942.8,0.4,0.0,-0.2,0.0,1.8,1.4,0.4,0.0
877.4,0.4,0.0,-0.6,0.0,1.4,1.2,0.4,0.0
847.4,0.2,0.0,-0.8,0.0,1.0,1.4,0.8,0.0
886.2,0.2,0.0,-0.8,0.0,0.8,1.8,0.4,0.0
823.6,0.2,0.0,-0.6,0.0,1.2,2.0,1.8,0.0
773.4,0.0,0.0,-1.0,0.0,1.0,1.6,1.8,0.0
775.8,0.0,0.0,-0.4,0.0,1.2,2.2,1.8,0.0
787.4,0.0,0.0,-0.4,0.0,1.6,2.6,2.2,0.0
788.6,0.0,0.0,-0.4,0.0,1.6,3.0,2.2,0.0
777.6,0.0,0.0,-0.2,0.0,1.4,3.4,0.8,0.0
780.8,0.0,0.0,0.0,0.0,1.6,3.8,0.8,0.0
803.6,0.0,0.0,0.0,0.0,1.4,3.4,0.8,0.0
794.0,0.0,0.0,-0.2,0.0,1.0,3.6,1.4,0.0
768.4,0.0,0.0,-0.2,0.0,1.2,3.8,1.4,1.0
